time,buyer_id,seller_id,price,quantity,ptype,period,buyer_algo,buyer_util,buyer_balance,seller_algo,seller_util,seller_balance
30,6,4,47,1,X,3,ZIP,0.15,"{'money': 153, 'X': 4, 'Y': 3}",ZIP,0.1,"{'money': 149, 'X': 6, 'Y': 2}"
30,11,17,22,1,Y,3,GDZ,0.4,"{'money': 170, 'X': 4, 'Y': 1}",GDZ,0.3,"{'money': 171, 'X': 3, 'Y': 4}"
31,2,15,47,1,X,3,ZIP,0.2,"{'money': 114, 'X': 2, 'Y': 10}",GDZ,0.4,"{'money': 59, 'X': 4, 'Y': 8}"
31,9,4,47,1,X,3,ZIP,0.15,"{'money': 198, 'X': 3, 'Y': 3}",ZIP,0.1,"{'money': 196, 'X': 5, 'Y': 2}"
31,3,11,22,1,Y,3,ZIP,0.1,"{'money': 130, 'X': 5, 'Y': 2}",GDZ,0.4,"{'money': 192, 'X': 4, 'Y': 0}"
31,17,6,48,1,X,3,GDZ,0.3075,"{'money': 123, 'X': 4, 'Y': 4}",ZIP,0.15,"{'money': 201, 'X': 3, 'Y': 3}"
32,11,5,23,1,Y,3,GDZ,0.4,"{'money': 169, 'X': 4, 'Y': 1}",ZIP,0.0,"{'money': 51, 'X': 0, 'Y': 17}"
32,14,17,22,1,Y,3,GDZ,0.4,"{'money': 169, 'X': 4, 'Y': 1}",GDZ,0.3625,"{'money': 145, 'X': 4, 'Y': 3}"
32,4,6,48,1,X,3,ZIP,0.1,"{'money': 148, 'X': 6, 'Y': 2}",ZIP,0.15,"{'money': 249, 'X': 2, 'Y': 3}"
32,9,2,22,1,Y,3,ZIP,0.2,"{'money': 176, 'X': 3, 'Y': 4}",ZIP,0.2,"{'money': 136, 'X': 2, 'Y': 9}"
33,13,11,21,1,Y,3,GDZ,0.45,"{'money': 192, 'X': 2, 'Y': 9}",GDZ,0.4,"{'money': 190, 'X': 4, 'Y': 0}"
33,3,14,22,1,Y,3,ZIP,0.15,"{'money': 108, 'X': 5, 'Y': 3}",GDZ,0.4,"{'money': 191, 'X': 4, 'Y': 0}"
33,15,9,48,1,X,3,GDZ,0.4,"{'money': 11, 'X': 5, 'Y': 8}",ZIP,0.2,"{'money': 224, 'X': 2, 'Y': 4}"
34,14,17,23,1,Y,3,GDZ,0.4,"{'money': 168, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 168, 'X': 4, 'Y': 2}"
34,11,17,23,1,Y,3,GDZ,0.4,"{'money': 167, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 191, 'X': 4, 'Y': 1}"
34,5,15,46,1,X,3,ZIP,0.0125,"{'money': 5, 'X': 1, 'Y': 17}",GDZ,0.4,"{'money': 57, 'X': 4, 'Y': 8}"
35,2,13,48,1,X,3,ZIP,0.22,"{'money': 88, 'X': 3, 'Y': 9}",GDZ,0.45,"{'money': 240, 'X': 1, 'Y': 9}"
35,4,14,22,1,Y,3,ZIP,0.15,"{'money': 126, 'X': 6, 'Y': 3}",GDZ,0.4,"{'money': 190, 'X': 4, 'Y': 0}"
36,13,11,20,1,Y,3,GDZ,0.5,"{'money': 220, 'X': 1, 'Y': 10}",GDZ,0.4,"{'money': 187, 'X': 4, 'Y': 0}"
37,11,2,22,1,Y,3,GDZ,0.4,"{'money': 165, 'X': 4, 'Y': 1}",ZIP,0.275,"{'money': 110, 'X': 3, 'Y': 8}"
37,15,13,49,1,X,3,GDZ,0.4,"{'money': 8, 'X': 5, 'Y': 8}",GDZ,0.5,"{'money': 269, 'X': 0, 'Y': 10}"
37,14,17,22,1,Y,3,GDZ,0.4,"{'money': 168, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 213, 'X': 4, 'Y': 0}"
38,6,11,22,1,Y,3,ZIP,0.2,"{'money': 227, 'X': 2, 'Y': 4}",GDZ,0.4,"{'money': 187, 'X': 4, 'Y': 0}"
38,4,7,47,1,X,3,ZIP,0.15,"{'money': 79, 'X': 7, 'Y': 3}",ZIP,0.1,"{'money': 104, 'X': 7, 'Y': 2}"
38,3,15,48,1,X,3,ZIP,0.15,"{'money': 60, 'X': 6, 'Y': 3}",GDZ,0.4,"{'money': 56, 'X': 4, 'Y': 8}"
38,13,14,22,1,Y,3,GDZ,0.55,"{'money': 247, 'X': 0, 'Y': 11}",GDZ,0.4,"{'money': 190, 'X': 4, 'Y': 0}"
39,3,2,22,1,Y,3,ZIP,0.2,"{'money': 38, 'X': 6, 'Y': 4}",ZIP,0.3,"{'money': 132, 'X': 3, 'Y': 7}"
39,14,5,22,1,Y,3,GDZ,0.4,"{'money': 168, 'X': 4, 'Y': 1}",ZIP,0.0675,"{'money': 27, 'X': 1, 'Y': 16}"
40,11,2,23,1,Y,3,GDZ,0.4,"{'money': 164, 'X': 4, 'Y': 1}",ZIP,0.3,"{'money': 155, 'X': 3, 'Y': 6}"
40,17,4,50,1,X,3,GDZ,0.4075,"{'money': 163, 'X': 5, 'Y': 0}",ZIP,0.15,"{'money': 129, 'X': 6, 'Y': 3}"
40,13,11,21,1,Y,3,GDZ,0.565,"{'money': 226, 'X': 0, 'Y': 12}",GDZ,0.4,"{'money': 185, 'X': 4, 'Y': 0}"
41,15,7,49,1,X,3,GDZ,0.4,"{'money': 7, 'X': 5, 'Y': 8}",ZIP,0.1,"{'money': 153, 'X': 6, 'Y': 2}"
41,11,14,23,1,Y,3,GDZ,0.4,"{'money': 162, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 191, 'X': 4, 'Y': 0}"
42,14,11,24,1,Y,3,GDZ,0.4,"{'money': 167, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 186, 'X': 4, 'Y': 0}"
43,6,15,48,1,X,3,ZIP,0.2,"{'money': 179, 'X': 3, 'Y': 4}",GDZ,0.4,"{'money': 55, 'X': 4, 'Y': 8}"
43,9,5,23,1,Y,3,ZIP,0.2,"{'money': 201, 'X': 2, 'Y': 5}",ZIP,0.1,"{'money': 50, 'X': 1, 'Y': 15}"
43,7,4,48,1,X,3,ZIP,0.1,"{'money': 105, 'X': 7, 'Y': 2}",ZIP,0.15,"{'money': 177, 'X': 5, 'Y': 3}"
44,6,14,22,1,Y,3,ZIP,0.25,"{'money': 157, 'X': 3, 'Y': 5}",GDZ,0.4,"{'money': 189, 'X': 4, 'Y': 0}"
44,11,2,22,1,Y,3,GDZ,0.4,"{'money': 164, 'X': 4, 'Y': 1}",ZIP,0.3,"{'money': 177, 'X': 3, 'Y': 5}"
45,14,9,24,1,Y,3,GDZ,0.4,"{'money': 165, 'X': 4, 'Y': 1}",ZIP,0.2,"{'money': 225, 'X': 2, 'Y': 4}"
45,2,7,48,1,X,3,ZIP,0.3225,"{'money': 129, 'X': 4, 'Y': 5}",ZIP,0.1,"{'money': 153, 'X': 6, 'Y': 2}"
46,9,14,21,1,Y,3,ZIP,0.2,"{'money': 204, 'X': 2, 'Y': 5}",GDZ,0.4,"{'money': 186, 'X': 4, 'Y': 0}"
46,15,7,48,1,X,3,GDZ,0.4,"{'money': 7, 'X': 5, 'Y': 8}",ZIP,0.1,"{'money': 201, 'X': 5, 'Y': 2}"
46,3,11,22,1,Y,3,ZIP,0.25,"{'money': 16, 'X': 6, 'Y': 5}",GDZ,0.4,"{'money': 186, 'X': 4, 'Y': 0}"
47,11,2,23,1,Y,3,GDZ,0.4,"{'money': 163, 'X': 4, 'Y': 1}",ZIP,0.38,"{'money': 152, 'X': 4, 'Y': 4}"
47,9,5,22,1,Y,3,ZIP,0.2,"{'money': 182, 'X': 2, 'Y': 6}",ZIP,0.1,"{'money': 72, 'X': 1, 'Y': 14}"
48,9,15,46,1,X,3,ZIP,0.3,"{'money': 136, 'X': 3, 'Y': 6}",GDZ,0.4,"{'money': 53, 'X': 4, 'Y': 8}"
48,14,11,23,1,Y,3,GDZ,0.4,"{'money': 163, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 186, 'X': 4, 'Y': 0}"
49,11,8,23,1,Y,3,GDZ,0.4,"{'money': 163, 'X': 4, 'Y': 1}",ZIP,0.1,"{'money': 71, 'X': 1, 'Y': 14}"
49,6,14,22,1,Y,3,ZIP,0.3,"{'money': 135, 'X': 3, 'Y': 6}",GDZ,0.4,"{'money': 185, 'X': 4, 'Y': 0}"
49,15,1,47,1,X,3,GDZ,0.4,"{'money': 6, 'X': 5, 'Y': 8}",ZIP,0.15,"{'money': 222, 'X': 4, 'Y': 3}"
51,14,11,22,1,Y,3,GDZ,0.4,"{'money': 163, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 185, 'X': 4, 'Y': 0}"
51,7,15,47,1,X,3,ZIP,0.1,"{'money': 154, 'X': 6, 'Y': 2}",GDZ,0.4,"{'money': 53, 'X': 4, 'Y': 8}"
51,11,2,22,1,Y,3,GDZ,0.4,"{'money': 163, 'X': 4, 'Y': 1}",ZIP,0.4,"{'money': 174, 'X': 4, 'Y': 3}"
52,4,15,48,1,X,3,ZIP,0.15,"{'money': 129, 'X': 6, 'Y': 3}",GDZ,0.3,"{'money': 101, 'X': 3, 'Y': 8}"
52,1,11,22,1,Y,3,ZIP,0.2,"{'money': 200, 'X': 4, 'Y': 4}",GDZ,0.4,"{'money': 185, 'X': 4, 'Y': 0}"
52,9,14,22,1,Y,3,ZIP,0.3,"{'money': 114, 'X': 3, 'Y': 7}",GDZ,0.4,"{'money': 185, 'X': 4, 'Y': 0}"
52,15,7,48,1,X,3,GDZ,0.4,"{'money': 53, 'X': 4, 'Y': 8}",ZIP,0.1,"{'money': 202, 'X': 5, 'Y': 2}"
53,14,5,23,1,Y,3,GDZ,0.4,"{'money': 162, 'X': 4, 'Y': 1}",ZIP,0.1,"{'money': 95, 'X': 1, 'Y': 13}"
53,7,9,23,1,Y,3,ZIP,0.15,"{'money': 179, 'X': 5, 'Y': 3}",ZIP,0.3,"{'money': 137, 'X': 3, 'Y': 6}"
54,11,2,23,1,Y,3,GDZ,0.4,"{'money': 162, 'X': 4, 'Y': 1}",ZIP,0.4,"{'money': 197, 'X': 4, 'Y': 2}"
55,15,1,49,1,X,3,GDZ,0.4,"{'money': 4, 'X': 5, 'Y': 8}",ZIP,0.2,"{'money': 249, 'X': 3, 'Y': 4}"
55,9,14,22,1,Y,3,ZIP,0.3,"{'money': 115, 'X': 3, 'Y': 7}",GDZ,0.4,"{'money': 184, 'X': 4, 'Y': 0}"
55,4,8,22,1,Y,3,ZIP,0.2,"{'money': 107, 'X': 6, 'Y': 4}",ZIP,0.1,"{'money': 93, 'X': 1, 'Y': 13}"
55,14,11,23,1,Y,3,GDZ,0.4,"{'money': 161, 'X': 4, 'Y': 1}",GDZ,0.4,"{'money': 185, 'X': 4, 'Y': 0}"
56,8,15,47,1,X,3,ZIP,0.115,"{'money': 46, 'X': 2, 'Y': 13}",GDZ,0.4,"{'money': 51, 'X': 4, 'Y': 8}"
57,11,2,23,1,Y,3,GDZ,0.4,"{'money': 162, 'X': 4, 'Y': 1}",ZIP,0.4,"{'money': 220, 'X': 4, 'Y': 1}"
57,15,1,48,1,X,3,GDZ,0.4,"{'money': 3, 'X': 5, 'Y': 8}",ZIP,0.2,"{'money': 297, 'X': 2, 'Y': 4}"
57,1,8,23,1,Y,3,ZIP,0.25,"{'money': 274, 'X': 2, 'Y': 5}",ZIP,0.1725,"{'money': 69, 'X': 2, 'Y': 12}"
58,9,14,21,1,Y,3,ZIP,0.3,"{'money': 94, 'X': 3, 'Y': 8}",GDZ,0.4,"{'money': 182, 'X': 4, 'Y': 0}"
58,9,4,48,1,X,3,ZIP,0.4,"{'money': 46, 'X': 4, 'Y': 8}",ZIP,0.2,"{'money': 155, 'X': 5, 'Y': 4}"
58,1,2,23,1,Y,3,ZIP,0.3,"{'money': 251, 'X': 2, 'Y': 6}",ZIP,0.4,"{'money': 243, 'X': 4, 'Y': 0}"
59,7,11,22,1,Y,3,ZIP,0.2,"{'money': 157, 'X': 5, 'Y': 4}",GDZ,0.4,"{'money': 184, 'X': 4, 'Y': 0}"
59,7,15,47,1,X,3,ZIP,0.2,"{'money': 110, 'X': 6, 'Y': 4}",GDZ,0.4,"{'money': 50, 'X': 4, 'Y': 8}"
59,2,15,48,1,X,3,ZIP,0.4875,"{'money': 195, 'X': 5, 'Y': 0}",GDZ,0.3,"{'money': 98, 'X': 3, 'Y': 8}"
61,15,4,48,1,X,3,GDZ,0.4,"{'money': 50, 'X': 4, 'Y': 8}",ZIP,0.2,"{'money': 203, 'X': 4, 'Y': 4}"
62,15,4,49,1,X,3,GDZ,0.4,"{'money': 1, 'X': 5, 'Y': 8}",ZIP,0.2,"{'money': 252, 'X': 3, 'Y': 4}"
63,6,1,48,1,X,3,ZIP,0.3,"{'money': 87, 'X': 4, 'Y': 6}",ZIP,0.3,"{'money': 299, 'X': 1, 'Y': 6}"
64,11,8,24,1,Y,3,GDZ,0.4,"{'money': 160, 'X': 4, 'Y': 1}",ZIP,0.2,"{'money': 93, 'X': 2, 'Y': 11}"
64,6,15,47,1,X,3,ZIP,0.3,"{'money': 40, 'X': 5, 'Y': 6}",GDZ,0.4,"{'money': 48, 'X': 4, 'Y': 8}"
65,4,8,23,1,Y,3,ZIP,0.25,"{'money': 229, 'X': 3, 'Y': 5}",ZIP,0.2,"{'money': 116, 'X': 2, 'Y': 10}"
66,15,7,48,1,X,3,GDZ,0.4,"{'money': 0, 'X': 5, 'Y': 8}",ZIP,0.2,"{'money': 158, 'X': 5, 'Y': 4}"
67,7,1,48,1,X,3,ZIP,0.2,"{'money': 110, 'X': 6, 'Y': 4}",ZIP,0.3,"{'money': 347, 'X': 0, 'Y': 6}"
67,6,5,23,1,Y,3,ZIP,0.35,"{'money': 17, 'X': 5, 'Y': 7}",ZIP,0.1,"{'money': 118, 'X': 1, 'Y': 12}"
68,5,15,48,1,X,3,ZIP,0.175,"{'money': 70, 'X': 2, 'Y': 12}",GDZ,0.4,"{'money': 48, 'X': 4, 'Y': 8}"
69,15,6,48,1,X,3,GDZ,0.4,"{'money': 0, 'X': 5, 'Y': 8}",ZIP,0.35,"{'money': 65, 'X': 4, 'Y': 7}"
73,8,8,23,1,Y,3,ZIP,0.2,"{'money': 116, 'X': 2, 'Y': 10}",ZIP,0.2,"{'money': 116, 'X': 2, 'Y': 10}"
73,4,15,45,1,X,3,ZIP,0.25,"{'money': 184, 'X': 4, 'Y': 5}",GDZ,0.4,"{'money': 45, 'X': 4, 'Y': 8}"
74,15,8,25,1,Y,3,GDZ,0.4,"{'money': 20, 'X': 4, 'Y': 9}",ZIP,0.2,"{'money': 141, 'X': 2, 'Y': 9}"
76,8,7,47,1,X,3,ZIP,0.235,"{'money': 94, 'X': 3, 'Y': 9}",ZIP,0.2,"{'money': 157, 'X': 5, 'Y': 4}"
76,7,15,23,1,Y,3,ZIP,0.25,"{'money': 134, 'X': 5, 'Y': 5}",GDZ,0.4,"{'money': 43, 'X': 4, 'Y': 8}"
76,9,15,24,1,Y,3,ZIP,0.4,"{'money': 22, 'X': 4, 'Y': 9}",GDZ,0.35,"{'money': 67, 'X': 4, 'Y': 7}"
78,1,5,24,1,Y,3,ZIP,0.35,"{'money': 323, 'X': 0, 'Y': 7}",ZIP,0.2,"{'money': 94, 'X': 2, 'Y': 11}"
79,15,9,25,1,Y,3,GDZ,0.4,"{'money': 42, 'X': 4, 'Y': 8}",ZIP,0.4,"{'money': 47, 'X': 4, 'Y': 8}"
81,7,5,24,1,Y,3,ZIP,0.275,"{'money': 110, 'X': 5, 'Y': 6}",ZIP,0.2,"{'money': 118, 'X': 2, 'Y': 10}"
82,6,8,24,1,Y,3,ZIP,0.4,"{'money': 41, 'X': 4, 'Y': 8}",ZIP,0.295,"{'money': 118, 'X': 3, 'Y': 8}"
87,15,8,28,1,Y,3,GDZ,0.4,"{'money': 14, 'X': 4, 'Y': 9}",ZIP,0.3,"{'money': 146, 'X': 3, 'Y': 7}"
87,1,15,26,1,Y,3,ZIP,0.4,"{'money': 297, 'X': 0, 'Y': 8}",GDZ,0.4,"{'money': 40, 'X': 4, 'Y': 8}"
88,4,4,46,1,X,3,ZIP,0.25,"{'money': 184, 'X': 4, 'Y': 5}",ZIP,0.25,"{'money': 184, 'X': 4, 'Y': 5}"
90,15,8,26,1,Y,3,GDZ,0.4,"{'money': 14, 'X': 4, 'Y': 9}",ZIP,0.3,"{'money': 172, 'X': 3, 'Y': 6}"
91,9,4,46,1,X,3,ZIP,0.4,"{'money': 1, 'X': 5, 'Y': 8}",ZIP,0.25,"{'money': 230, 'X': 3, 'Y': 5}"
91,8,15,27,1,Y,3,ZIP,0.3,"{'money': 145, 'X': 3, 'Y': 7}",GDZ,0.4,"{'money': 41, 'X': 4, 'Y': 8}"
92,15,5,27,1,Y,3,GDZ,0.4,"{'money': 14, 'X': 4, 'Y': 9}",ZIP,0.2,"{'money': 145, 'X': 2, 'Y': 9}"
94,6,15,25,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",GDZ,0.4,"{'money': 39, 'X': 4, 'Y': 8}"
97,15,8,29,1,Y,3,GDZ,0.4,"{'money': 10, 'X': 4, 'Y': 9}",ZIP,0.3,"{'money': 174, 'X': 3, 'Y': 6}"
98,4,9,46,1,X,3,ZIP,0.25,"{'money': 184, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 47, 'X': 4, 'Y': 8}"
98,1,15,25,1,Y,3,ZIP,0.45,"{'money': 272, 'X': 0, 'Y': 9}",GDZ,0.4,"{'money': 35, 'X': 4, 'Y': 8}"
100,1,6,27,1,Y,3,ZIP,0.5,"{'money': 245, 'X': 0, 'Y': 10}",ZIP,0.4,"{'money': 43, 'X': 4, 'Y': 8}"
101,1,8,27,1,Y,3,ZIP,0.545,"{'money': 218, 'X': 0, 'Y': 11}",ZIP,0.3,"{'money': 201, 'X': 3, 'Y': 5}"
102,6,5,27,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.2,"{'money': 172, 'X': 2, 'Y': 8}"
103,15,8,29,1,Y,3,GDZ,0.4,"{'money': 6, 'X': 4, 'Y': 9}",ZIP,0.3,"{'money': 230, 'X': 3, 'Y': 4}"
104,9,5,28,1,Y,3,ZIP,0.4,"{'money': 19, 'X': 4, 'Y': 9}",ZIP,0.2,"{'money': 200, 'X': 2, 'Y': 7}"
105,8,15,26,1,Y,3,ZIP,0.3,"{'money': 204, 'X': 3, 'Y': 5}",GDZ,0.4,"{'money': 32, 'X': 4, 'Y': 8}"
105,8,7,47,1,X,3,ZIP,0.3925,"{'money': 157, 'X': 4, 'Y': 5}",ZIP,0.3,"{'money': 157, 'X': 4, 'Y': 6}"
107,5,5,28,1,Y,3,ZIP,0.2,"{'money': 200, 'X': 2, 'Y': 7}",ZIP,0.2,"{'money': 200, 'X': 2, 'Y': 7}"
108,15,8,29,1,Y,3,GDZ,0.4,"{'money': 3, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 186, 'X': 4, 'Y': 4}"
109,5,6,28,1,Y,3,ZIP,0.2,"{'money': 172, 'X': 2, 'Y': 8}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
112,4,15,25,1,Y,3,ZIP,0.3,"{'money': 159, 'X': 4, 'Y': 6}",GDZ,0.4,"{'money': 28, 'X': 4, 'Y': 8}"
114,15,9,28,1,Y,3,GDZ,0.4,"{'money': 0, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 47, 'X': 4, 'Y': 8}"
116,5,4,46,1,X,3,ZIP,0.3,"{'money': 126, 'X': 3, 'Y': 8}",ZIP,0.3,"{'money': 205, 'X': 3, 'Y': 6}"
119,6,8,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 214, 'X': 4, 'Y': 3}"
119,4,4,46,1,X,3,ZIP,0.3,"{'money': 205, 'X': 3, 'Y': 6}",ZIP,0.3,"{'money': 205, 'X': 3, 'Y': 6}"
120,8,7,46,1,X,3,ZIP,0.42,"{'money': 168, 'X': 5, 'Y': 3}",ZIP,0.3,"{'money': 203, 'X': 3, 'Y': 6}"
122,4,7,46,1,X,3,ZIP,0.3,"{'money': 159, 'X': 4, 'Y': 6}",ZIP,0.3,"{'money': 249, 'X': 2, 'Y': 6}"
127,7,7,46,1,X,3,ZIP,0.3,"{'money': 249, 'X': 2, 'Y': 6}",ZIP,0.3,"{'money': 249, 'X': 2, 'Y': 6}"
128,7,8,28,1,Y,3,ZIP,0.35,"{'money': 221, 'X': 2, 'Y': 7}",ZIP,0.49,"{'money': 196, 'X': 5, 'Y': 2}"
131,4,8,27,1,Y,3,ZIP,0.33,"{'money': 132, 'X': 4, 'Y': 7}",ZIP,0.5,"{'money': 223, 'X': 5, 'Y': 1}"
132,9,6,28,1,Y,3,ZIP,0.4,"{'money': 19, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
136,7,7,46,1,X,3,ZIP,0.35,"{'money': 221, 'X': 2, 'Y': 7}",ZIP,0.35,"{'money': 221, 'X': 2, 'Y': 7}"
138,7,8,27,1,Y,3,ZIP,0.4,"{'money': 194, 'X': 2, 'Y': 8}",ZIP,0.5,"{'money': 250, 'X': 5, 'Y': 0}"
139,7,9,28,1,Y,3,ZIP,0.415,"{'money': 166, 'X': 2, 'Y': 9}",ZIP,0.4,"{'money': 47, 'X': 4, 'Y': 8}"
141,8,5,28,1,Y,3,ZIP,0.5,"{'money': 222, 'X': 5, 'Y': 1}",ZIP,0.3,"{'money': 154, 'X': 3, 'Y': 7}"
141,9,7,46,1,X,3,ZIP,0.4,"{'money': 1, 'X': 5, 'Y': 8}",ZIP,0.45,"{'money': 212, 'X': 1, 'Y': 9}"
143,7,5,28,1,Y,3,ZIP,0.46,"{'money': 184, 'X': 1, 'Y': 10}",ZIP,0.3,"{'money': 182, 'X': 3, 'Y': 6}"
144,5,7,46,1,X,3,ZIP,0.34,"{'money': 136, 'X': 4, 'Y': 6}",ZIP,0.5,"{'money': 230, 'X': 0, 'Y': 10}"
144,7,8,28,1,Y,3,ZIP,0.505,"{'money': 202, 'X': 0, 'Y': 11}",ZIP,0.5,"{'money': 250, 'X': 5, 'Y': 0}"
146,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}"
149,8,4,46,1,X,3,ZIP,0.51,"{'money': 204, 'X': 6, 'Y': 0}",ZIP,0.35,"{'money': 178, 'X': 3, 'Y': 7}"
154,4,5,28,1,Y,3,ZIP,0.375,"{'money': 150, 'X': 3, 'Y': 8}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
160,5,6,28,1,Y,3,ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
161,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
165,5,6,28,1,Y,3,ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
170,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
178,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
185,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
192,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
200,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
203,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
214,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
221,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
223,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
229,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
239,5,6,28,1,Y,3,ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
243,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
248,5,6,28,1,Y,3,ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
252,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
255,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
261,5,6,28,1,Y,3,ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
271,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
291,5,5,28,1,Y,3,ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
296,5,6,28,1,Y,3,ZIP,0.4,"{'money': 164, 'X': 4, 'Y': 5}",ZIP,0.4,"{'money': 44, 'X': 4, 'Y': 8}"
300,6,5,28,1,Y,3,ZIP,0.4,"{'money': 16, 'X': 4, 'Y': 9}",ZIP,0.4,"{'money': 192, 'X': 4, 'Y': 4}"
